cap.disk,mid,score,avl.cpu.min,util.cpu.max,util.cpu.avg,avl.mem.min,util.mem.max,util.mem.avg,avl.disk,util.disk,alv.p,inst.cnt,inst.list
2457,machine_5832,3.9,8,91%,75%,1,100%,97%,517,79%,6,25,"[40,60*17,80,100*4,200*2]"
2457,machine_5833,5.2,3,97%,85%,73,75%,73%,537,78%,7,28,"[40*4,60*21,100,200*2]"
2457,machine_5834,4.1,0,100%,76%,51,82%,81%,657,73%,7,28,"[40*6,60*18,80,100*2,200]"
2457,machine_5835,1.8,33,64%,57%,14,95%,93%,597,76%,7,30,"[40,60*26,80*2,100]"
2457,machine_5836,3.6,6,93%,72%,93,68%,67%,1177,52%,7,22,"[40*2,60*20]"
2457,machine_5839,1.2,35,62%,45%,83,71%,71%,617,75%,6,22,"[40,60*17,80,100*2,500]"
2457,machine_5844,2.6,15,84%,63%,84,71%,68%,1517,38%,6,17,"[40*5,60*11,80]"
2457,machine_5845,2.5,14,85%,62%,27,91%,89%,517,79%,6,30,"[40*2,60*23,80,100*4]"
2457,machine_5846,1.6,30,67%,53%,20,93%,92%,487,80%,6,31,"[40*2,60*26,80,100,150]"
2457,machine_5847,3.1,12,87%,68%,40,86%,84%,817,67%,6,24,"[40*3,60*17,100*3,200]"
2457,machine_5849,4.4,4,96%,78%,80,72%,72%,1337,46%,5,18,"[40*2,60*14,100*2]"
2457,machine_5852,3.2,11,88%,68%,39,87%,85%,777,68%,7,23,"[40,60*18,80*2,100,300]"
2457,machine_5853,4.0,10,89%,76%,11,96%,94%,447,82%,7,31,"[40,60*27,100*2,150]"
2457,machine_5854,1.7,25,73%,55%,29,90%,88%,757,69%,7,26,"[40*2,60*18,80*3,100*3]"
2457,machine_5855,1.0,55,40%,35%,17,94%,92%,617,75%,7,19,"[40*2,60*13,80,100,200,600]"
2457,machine_5857,3.1,17,82%,68%,34,88%,85%,637,74%,7,27,"[40,60*22,80*2,100,200]"
2457,machine_5858,2.2,19,79%,61%,31,89%,88%,517,79%,6,28,"[40*3,60*19,80*2,100*2,120,200]"
2457,machine_5859,2.9,12,87%,66%,56,81%,78%,817,67%,7,26,"[40,60*22,80,100*2]"
2457,machine_5860,3.5,11,88%,72%,54,81%,78%,897,63%,6,24,"[40*3,60*16,80,100*4]"
2457,machine_5863,1.7,32,65%,56%,29,90%,88%,577,77%,7,30,"[40*2,60*24,80*2,100*2]"
2457,machine_5865,3.6,7,92%,72%,51,82%,81%,817,67%,7,24,"[40*2,60*15,80*2,100*5]"
2457,machine_5866,3.9,9,90%,75%,14,95%,95%,630,74%,7,29,"[40*4,60*22,80,100,167]"
2457,machine_5867,3.7,16,82%,74%,8,97%,96%,557,77%,7,30,"[40*6,60*20,80*2,100,200]"
2457,machine_5868,3.7,9,90%,73%,49,83%,83%,517,79%,7,28,"[40*2,60*21,100*4,200]"
2457,machine_5869,1.9,17,81%,57%,46,84%,83%,997,59%,6,24,"[40*2,60*20,80,100]"
2457,machine_5870,2.9,8,91%,66%,65,77%,75%,997,59%,6,24,"[40*2,60*20,80,100]"
2457,machine_5872,1.6,29,69%,54%,44,85%,84%,677,72%,6,28,"[40*3,60*21,100*4]"
2457,machine_5873,2.8,4,96%,65%,36,88%,84%,857,65%,7,26,"[60*24,80*2]"
2457,machine_5875,4.2,6,94%,77%,11,96%,96%,917,63%,6,21,"[60*19,200*2]"
2457,machine_5876,2.7,14,84%,64%,80,72%,71%,1030,58%,6,22,"[40*2,60*18,100,167]"
2457,machine_5877,3.9,5,94%,75%,54,81%,80%,337,86%,7,27,"[40,60*23,100*2,500]"
2457,machine_5878,3.8,6,94%,74%,87,70%,68%,937,62%,6,21,"[40,60*15,80,100*3,200]"
2457,machine_5879,1.0,50,45%,31%,173,40%,40%,1397,43%,7,14,"[60*11,100*2,200]"
2457,machine_5881,3.5,7,92%,72%,33,89%,87%,667,73%,6,28,"[40,60*25,100,150]"
2457,machine_5882,3.1,10,89%,68%,64,78%,76%,917,63%,7,24,"[40*2,60*18,80,100*3]"
2457,machine_5883,2.0,24,73%,58%,19,93%,85%,777,68%,6,27,"[40,60*23,80*2,100]"
2457,machine_5887,4.3,7,92%,78%,164,43%,42%,1757,28%,6,12,"[40*3,60*8,100]"
2457,machine_5888,3.5,11,88%,72%,54,81%,80%,817,67%,7,27,"[40*4,60*20,80,100*2]"
2457,machine_5890,4.6,4,96%,80%,80,72%,69%,1027,58%,6,21,"[40*2,60*15,100*3,150]"
2457,machine_5891,3.7,6,93%,73%,68,76%,74%,737,70%,7,21,"[40,60*18,100,500]"
2457,machine_5892,2.6,14,85%,64%,62,79%,77%,477,81%,7,29,"[40*3,60*20,80*2,100*3,200]"
2457,machine_5893,3.8,7,92%,74%,60,79%,78%,977,60%,5,23,"[40*4,60*17,100,200]"
2457,machine_5895,4.0,0,100%,76%,8,97%,94%,677,72%,6,28,"[40,60*24,100*3]"
2457,machine_5896,1.4,34,63%,50%,32,89%,87%,717,71%,6,28,"[40*2,60*23,80,100*2]"
2457,machine_5897,3.4,3,97%,70%,35,88%,87%,857,65%,6,26,"[40,60*23,80,100]"
2457,machine_5900,3.9,8,92%,74%,56,81%,79%,1057,57%,7,22,"[60*20,100*2]"
2457,machine_5901,5.5,1,98%,87%,25,91%,91%,537,78%,7,22,"[40*3,60*15,100*3,600]"
2457,machine_5903,2.7,18,80%,65%,46,84%,83%,837,66%,7,26,"[40*3,60*20,100*3]"
2457,machine_5904,2.9,17,81%,67%,46,84%,83%,217,91%,7,27,"[40*3,60*19,80,100*2,200,500]"
2457,machine_5905,3.5,8,91%,72%,17,94%,90%,717,71%,6,29,"[40*2,60*26,100]"
2457,machine_5907,1.7,28,70%,55%,79,73%,72%,1157,53%,7,20,"[40*5,60*12,80,100,200]"
2457,machine_5908,4.6,2,98%,80%,46,84%,81%,697,72%,7,24,"[40,60*17,100*4,150*2]"
2457,machine_5909,3.8,5,94%,74%,38,87%,85%,657,73%,5,29,"[40*2,60*24,80,100*2]"
2457,machine_5911,2.6,16,82%,63%,78,73%,73%,1477,40%,7,17,"[40*6,60*9,100*2]"
2457,machine_5912,2.2,25,73%,61%,33,88%,86%,837,66%,7,26,"[40*2,60*21,80,100*2]"
2457,machine_5916,1.1,37,60%,47%,88,69%,68%,997,59%,7,23,"[60*21,100*2]"
2457,machine_5917,2.4,21,77%,63%,31,89%,87%,877,64%,6,23,"[40,60*19,100*2,200]"
2457,machine_5918,1.3,34,63%,44%,27,91%,86%,457,81%,7,33,"[40,60*31,100]"
2457,machine_5921,3.3,8,91%,69%,24,91%,91%,707,71%,6,26,"[40*2,60*19,80,100*3,150]"
2457,machine_5923,2.8,14,85%,66%,55,81%,79%,657,73%,7,26,"[40*4,60*17,100*3,120,200]"
2457,machine_5924,1.6,30,68%,53%,128,56%,55%,1337,46%,7,16,"[40*3,60*10,100*2,200]"
2457,machine_5925,1.0,43,54%,34%,72,75%,74%,1317,46%,6,18,"[60*15,80*3]"
2457,machine_5926,1.5,25,72%,54%,6,98%,94%,377,85%,7,32,"[40,60*28,80*2,200]"
2457,machine_5929,3.2,1,99%,69%,19,93%,92%,857,65%,6,24,"[40*3,60*18,100*2,200]"
2457,machine_5930,1.1,37,60%,41%,64,78%,77%,1217,50%,6,20,"[40,60*17,80,100]"
2457,machine_5931,3.3,1,99%,70%,64,78%,73%,447,82%,7,25,"[40*2,60*18,100*2,150,200,300]"
2457,machine_5932,1.7,20,78%,50%,40,86%,79%,957,61%,7,21,"[40,60*16,100*3,200]"
2457,machine_5933,2.5,13,86%,63%,88,69%,69%,1297,47%,6,19,"[40*2,60*15,80,100]"
2457,machine_5934,3.3,18,80%,71%,106,63%,57%,1137,54%,7,18,"[40*2,60*14,100,300]"
2457,machine_5935,3.8,7,92%,74%,19,93%,91%,437,82%,7,31,"[40,60*25,80,100*4]"
2457,machine_5936,1.8,21,77%,53%,73,75%,72%,960,61%,7,19,"[40,60*14,100,150,167,200]"
2457,machine_5937,4.8,2,97%,81%,43,85%,84%,817,67%,7,27,"[40*3,60*22,100*2]"
2457,machine_5939,2.8,7,92%,64%,23,92%,88%,557,77%,7,29,"[40,60*26,100,200]"
2457,machine_5940,2.9,13,85%,67%,24,92%,89%,887,64%,5,24,"[60*22,100,150]"
2457,machine_5941,4.4,1,99%,78%,14,95%,94%,597,76%,5,30,"[40*2,60*25,80,100*2]"
2457,machine_5942,1.9,26,71%,58%,104,64%,62%,1150,53%,7,19,"[40*2,60*13,80,100*2,167]"
2457,machine_5947,1.9,25,72%,58%,68,76%,74%,677,72%,6,28,"[40*2,60*25,200]"
2457,machine_5948,2.5,15,84%,61%,34,88%,86%,527,79%,5,28,"[40,60*23,80*2,100,250]"
2457,machine_5949,4.7,1,99%,81%,47,84%,81%,647,74%,7,26,"[40*4,60*17,80,100*2,150,200]"
2457,machine_5950,3.4,8,91%,71%,16,94%,92%,797,68%,6,27,"[40*3,60*21,80,100*2]"
2457,machine_5951,3.1,20,78%,69%,47,84%,82%,937,62%,6,21,"[40*2,60*16,80,100,300]"
2457,machine_5952,4.2,2,98%,77%,32,89%,87%,747,70%,7,23,"[60*17,80*3,100,150,200]"
2457,machine_5953,2.9,4,95%,65%,33,89%,88%,807,67%,5,23,"[40*3,60*14,80*3,100,150,200]"
2457,machine_5954,1.6,26,71%,52%,86,70%,70%,1057,57%,6,24,"[40*4,60*19,100]"
2457,machine_5956,1.9,23,75%,53%,85,70%,70%,1217,50%,6,20,"[40*2,60*16,100*2]"
2457,machine_5958,3.9,4,95%,75%,54,81%,79%,957,61%,6,24,"[40,60*20,80*2,100]"
2457,machine_5960,5.4,1,98%,87%,104,64%,59%,1357,45%,7,13,"[60*10,100*2,300]"
2457,machine_5962,1.8,24,74%,56%,42,85%,84%,437,82%,6,30,"[40*2,60*26,80,300]"
2457,machine_5964,5.2,2,98%,85%,116,60%,58%,1357,45%,5,14,"[40,60*11,100,300]"
2457,machine_5966,2.7,17,82%,65%,94,67%,65%,1097,55%,6,23,"[40*4,60*17,80,100]"
2457,machine_5967,2.7,19,79%,65%,33,89%,87%,657,73%,7,27,"[40,60*23,80,100,200]"
2457,machine_5968,1.4,29,68%,48%,160,44%,44%,1657,33%,7,13,"[40,60*11,100]"
2457,machine_5969,2.6,11,88%,64%,82,72%,70%,1217,50%,7,20,"[40*2,60*16,100*2]"
2457,machine_5970,1.1,36,60%,48%,80,72%,72%,1377,44%,7,16,"[40,60*11,80,100*3]"
2457,machine_5971,3.5,11,88%,72%,36,88%,85%,857,65%,7,25,"[40*3,60*18,100*4]"
2457,machine_5973,4.2,2,98%,77%,67,77%,75%,917,63%,7,22,"[60*19,100*2,200]"
2457,machine_5974,3.8,10,89%,74%,32,89%,88%,677,72%,6,28,"[40,60*24,100*3]"
2457,machine_5975,2.7,11,88%,65%,28,90%,87%,597,76%,5,29,"[40*2,60*22,80*2,100*3]"
2457,machine_5977,2.0,11,88%,57%,79,73%,71%,1157,53%,4,19,"[40*4,60*10,80*3,100,200]"
2457,machine_5981,4.5,2,98%,80%,2,99%,96%,137,94%,6,35,"[40,60*29,80*3,100,200]"
2457,machine_5982,2.7,17,82%,65%,9,97%,94%,637,74%,6,28,"[40,60*22,80*2,100*3]"
2457,machine_5983,1.7,32,65%,55%,59,80%,78%,357,85%,7,30,"[40*6,60*20,80*2,200,300]"
2457,machine_5984,1.3,35,62%,47%,55,81%,78%,587,76%,7,27,"[40,60*23,100,150,200]"
2457,machine_5989,1.4,35,62%,51%,47,84%,83%,647,74%,7,29,"[40*3,60*24,100,150]"
2457,machine_5991,4.1,1,99%,76%,16,94%,94%,997,59%,6,24,"[40*2,60*20,80,100]"
2457,machine_5992,4.7,0,100%,81%,124,57%,57%,1457,41%,7,15,"[60*12,80,100*2]"
2457,machine_5993,3.3,9,90%,70%,48,83%,82%,447,82%,7,23,"[40,60*14,80,100*3,150,200*3]"
2457,machine_5994,3.2,17,81%,69%,176,39%,39%,1717,30%,7,8,"[40,60*5,100,300]"
2457,machine_5996,2.3,19,80%,61%,44,85%,82%,597,76%,7,25,"[60*21,100*2,200*2]"
2457,machine_5997,2.5,18,80%,63%,54,81%,81%,937,62%,7,23,"[40*2,60*17,100*3,120]"
2457,machine_5998,1.4,27,71%,50%,42,85%,84%,197,92%,6,27,"[40*2,60*20,80,100*2,200,500]"
2457,machine_5999,4.6,2,98%,80%,45,84%,82%,777,68%,7,27,"[40*2,60*22,80,100*2]"
1440,machine_1,1.3,8,76%,40%,0,100%,98%,1080,25%,7,5,"[60*3,80,100]"
1440,machine_2,3.7,4,86%,74%,0,100%,99%,1040,28%,7,7,"[40*2,60*4,80]"
1440,machine_3,1.0,14,57%,35%,0,100%,100%,1000,31%,7,7,"[60*6,80]"
1440,machine_4,1.2,14,58%,47%,24,63%,63%,1080,25%,7,3,"[60,100,200]"
1440,machine_5,1.7,9,73%,56%,17,74%,68%,1160,19%,6,5,"[40,60*4]"
1440,machine_6,1.0,20,37%,29%,0,100%,100%,1200,17%,7,4,"[60*4]"
1440,machine_7,1.6,10,69%,52%,0,100%,100%,1040,28%,7,7,"[40,60*6]"
1440,machine_8,1.0,17,47%,33%,0,100%,100%,1060,26%,7,6,"[60*5,80]"
1440,machine_9,2.0,9,72%,57%,0,100%,98%,800,44%,7,9,"[40*2,60*6,200]"
1440,machine_11,1.0,15,53%,27%,0,100%,96%,1110,23%,6,4,"[60*3,150]"
1440,machine_12,1.6,10,69%,54%,9,86%,83%,800,44%,7,9,"[40*2,60*6,200]"
1440,machine_13,2.9,4,86%,65%,1,98%,98%,940,35%,7,8,"[60*7,80]"
1440,machine_14,2.5,6,81%,62%,12,81%,81%,1080,25%,7,6,"[60*6]"
1440,machine_15,1.2,13,60%,46%,8,88%,88%,1040,28%,7,7,"[40,60*6]"
1440,machine_16,2.3,6,82%,61%,5,91%,89%,780,46%,7,8,"[40,60*4,80,100,200]"
1440,machine_17,1.1,13,59%,34%,13,79%,78%,940,35%,7,8,"[60*7,80]"
1440,machine_18,2.0,8,75%,57%,15,77%,77%,1020,29%,7,6,"[40,60*3,100*2]"
1440,machine_19,3.3,2,93%,69%,0,99%,91%,1000,31%,7,6,"[60*4,100*2]"
1440,machine_20,1.0,15,53%,30%,8,88%,88%,1100,24%,7,5,"[40,60*2,80,100]"
1440,machine_22,1.3,9,72%,50%,0,100%,100%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_23,1.1,14,57%,49%,0,100%,94%,1120,22%,7,6,"[40*4,60,100]"
1440,machine_24,2.5,1,97%,62%,0,100%,100%,1020,29%,7,7,"[60*7]"
1440,machine_25,1.0,15,52%,39%,8,88%,88%,1040,28%,7,7,"[40,60*6]"
1440,machine_26,1.2,13,58%,47%,24,63%,62%,1160,19%,7,5,"[40,60*4]"
1440,machine_29,1.0,17,48%,31%,7,89%,88%,1100,24%,7,5,"[60*4,100]"
1440,machine_30,1.5,11,66%,48%,0,100%,100%,1040,28%,7,6,"[60*5,100]"
1440,machine_31,2.9,0,99%,64%,0,100%,95%,1040,28%,7,6,"[60*5,100]"
1440,machine_33,1.7,9,71%,55%,12,81%,78%,980,32%,6,7,"[60*6,100]"
1440,machine_34,2.1,5,84%,58%,12,81%,74%,960,33%,6,8,"[60*8]"
1440,machine_36,1.2,11,64%,49%,7,89%,88%,1000,31%,7,8,"[40*2,60*6]"
1440,machine_37,4.0,1,97%,75%,0,100%,99%,1140,21%,7,6,"[40*3,60*3]"
1440,machine_39,1.3,8,74%,45%,3,95%,94%,740,49%,7,10,"[60*7,80,100*2]"
1440,machine_40,1.3,11,65%,51%,0,100%,86%,900,38%,7,7,"[40,60*5,200]"
1440,machine_41,1.0,27,15%,11%,32,50%,46%,1140,21%,7,4,"[60*3,120]"
1440,machine_42,1.0,15,53%,40%,2,97%,88%,920,36%,7,9,"[40,60*8]"
1440,machine_43,2.0,1,96%,52%,8,88%,83%,1160,19%,6,4,"[60*2,80*2]"
1440,machine_45,1.0,15,52%,32%,16,75%,68%,1140,21%,6,5,"[60*5]"
1440,machine_46,1.1,11,65%,41%,0,100%,100%,1160,19%,6,5,"[40,60*4]"
1440,machine_47,5.4,0,99%,86%,2,97%,97%,920,36%,7,9,"[40,60*8]"
1440,machine_48,2.3,7,79%,61%,14,78%,78%,873,39%,7,8,"[40,60*6,167]"
1440,machine_49,1.5,10,68%,52%,0,100%,100%,1040,28%,7,7,"[40,60*6]"
1440,machine_52,3.3,3,91%,68%,0,100%,95%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_54,1.0,21,34%,24%,18,72%,70%,1040,28%,7,6,"[60*4,80*2]"
1440,machine_55,4.4,0,99%,78%,0,100%,98%,620,57%,7,6,"[60*4,80,500]"
1440,machine_57,1.6,11,65%,50%,28,56%,55%,1180,18%,7,4,"[60*3,80]"
1440,machine_58,2.2,1,95%,55%,8,88%,85%,1180,18%,6,4,"[60*3,80]"
1440,machine_59,1.1,12,63%,38%,0,100%,97%,880,39%,7,7,"[60*6,200]"
1440,machine_61,1.0,21,35%,27%,12,81%,80%,1100,24%,7,5,"[40,60*2,80,100]"
1440,machine_62,1.7,9,72%,52%,4,93%,93%,800,44%,7,10,"[40,60*8,120]"
1440,machine_63,1.0,20,37%,20%,24,63%,63%,1200,17%,7,4,"[60*4]"
1440,machine_64,1.0,18,44%,32%,24,63%,62%,1140,21%,7,5,"[60*5]"
1440,machine_65,1.1,14,57%,49%,22,66%,63%,980,32%,7,7,"[60*6,100]"
1440,machine_66,1.7,6,81%,56%,0,100%,100%,1040,28%,7,7,"[40,60*6]"
1440,machine_68,2.5,7,79%,63%,6,91%,90%,860,40%,7,9,"[60*8,100]"
1440,machine_69,1.0,18,43%,24%,9,86%,85%,960,33%,7,6,"[40,60*4,200]"
1440,machine_71,2.2,7,78%,58%,0,100%,95%,1040,28%,7,7,"[40,60*6]"
1440,machine_72,1.0,17,48%,35%,0,100%,97%,1040,28%,7,6,"[60*5,100]"
1440,machine_73,1.2,11,66%,44%,0,100%,98%,940,35%,7,7,"[60*4,80*2,100]"
1440,machine_74,2.6,6,80%,63%,5,91%,91%,890,38%,7,8,"[40,60*6,150]"
1440,machine_75,2.5,3,92%,62%,1,99%,96%,960,33%,7,5,"[60*3,100,200]"
1440,machine_76,1.0,16,50%,42%,17,74%,73%,920,36%,7,9,"[40,60*8]"
1440,machine_77,2.0,10,67%,60%,16,75%,75%,1160,19%,7,5,"[40,60*4]"
1440,machine_78,3.1,6,82%,68%,9,86%,77%,1020,29%,7,7,"[40,60*5,80]"
1440,machine_79,2.1,8,75%,58%,9,86%,85%,960,33%,7,8,"[60*8]"
1440,machine_80,3.8,1,97%,71%,3,96%,96%,960,33%,7,7,"[40,60*4,100*2]"
1440,machine_81,1.4,8,76%,43%,0,100%,100%,1180,18%,6,4,"[60*3,80]"
1440,machine_83,1.0,15,52%,31%,0,100%,100%,1100,24%,7,5,"[60*4,100]"
1440,machine_85,2.9,0,99%,65%,0,100%,100%,1060,26%,7,6,"[60*5,80]"
1440,machine_88,1.1,13,60%,45%,0,100%,96%,1010,30%,7,6,"[40,60*4,150]"
1440,machine_89,1.1,12,62%,39%,8,88%,83%,960,33%,7,6,"[40,60*4,200]"
1440,machine_90,5.2,0,100%,84%,0,100%,95%,900,38%,7,9,"[60*9]"
1440,machine_91,1.5,12,62%,54%,0,100%,100%,1040,28%,7,7,"[40,60*6]"
1440,machine_92,1.0,18,45%,31%,0,100%,92%,1040,28%,7,7,"[40,60*6]"
1440,machine_94,1.0,13,60%,36%,16,75%,75%,1140,21%,7,5,"[60*5]"
1440,machine_96,1.9,7,79%,43%,1,98%,98%,1260,13%,6,3,"[60*3]"
1440,machine_97,1.0,17,48%,37%,16,75%,75%,1120,22%,7,6,"[40*2,60*4]"
1440,machine_98,2.1,6,80%,59%,0,100%,100%,980,32%,7,8,"[40,60*7]"
1440,machine_99,4.2,0,99%,77%,1,98%,96%,840,42%,7,10,"[60*10]"
1440,machine_101,1.0,18,43%,27%,8,88%,88%,1160,19%,7,4,"[60*3,100]"
1440,machine_102,1.7,10,68%,56%,13,80%,79%,980,32%,7,8,"[40,60*7]"
1440,machine_103,1.0,18,45%,25%,8,88%,85%,1080,25%,7,6,"[60*6]"
1440,machine_104,3.9,5,83%,75%,4,94%,87%,1040,28%,7,6,"[40,60*3,80,100]"
1440,machine_105,1.0,20,37%,28%,24,63%,62%,1160,19%,7,5,"[40,60*4]"
1440,machine_106,5.3,2,94%,86%,0,100%,97%,1040,28%,7,6,"[40,60*3,80,100]"
1440,machine_108,2.0,9,71%,59%,0,100%,100%,1040,28%,7,7,"[40,60*6]"
1440,machine_109,1.1,11,65%,30%,8,88%,88%,1060,26%,7,6,"[60*5,80]"
1440,machine_110,1.7,9,71%,53%,3,95%,93%,860,40%,7,9,"[40,60*7,120]"
1440,machine_112,1.0,14,56%,38%,1,98%,92%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_113,1.7,6,80%,50%,4,93%,91%,840,42%,7,10,"[60*10]"
1440,machine_117,1.4,11,66%,49%,1,99%,90%,900,38%,7,9,"[60*9]"
1440,machine_118,1.2,13,60%,44%,11,83%,82%,1020,29%,7,6,"[40,60*3,100*2]"
1440,machine_120,1.0,17,46%,38%,8,88%,86%,820,43%,7,7,"[60*5,120,200]"
1440,machine_121,1.0,20,39%,27%,40,38%,38%,1300,10%,7,3,"[40*2,60]"
1440,machine_122,3.5,0,100%,71%,8,88%,87%,1160,19%,7,4,"[60*3,100]"
1440,machine_123,1.0,14,57%,38%,0,100%,95%,1000,31%,7,7,"[60*6,80]"
1440,machine_124,1.1,13,58%,47%,15,77%,73%,980,32%,7,7,"[60*6,100]"
1440,machine_125,1.0,18,44%,33%,24,63%,61%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_127,1.4,9,72%,46%,0,100%,91%,900,38%,7,9,"[40,60*7,80]"
1440,machine_128,1.0,15,53%,37%,7,90%,89%,1040,28%,7,7,"[40,60*6]"
1440,machine_129,1.3,7,77%,24%,8,88%,83%,1200,17%,7,3,"[60,80,100]"
1440,machine_131,2.0,5,83%,59%,0,99%,98%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_133,3.0,2,95%,67%,0,100%,99%,1200,17%,6,4,"[60*4]"
1440,machine_134,1.2,12,62%,42%,0,100%,96%,1060,26%,7,6,"[60*5,80]"
1440,machine_135,1.0,17,48%,38%,6,91%,90%,1020,29%,7,7,"[60*7]"
1440,machine_136,1.5,10,69%,54%,0,100%,99%,520,64%,7,8,"[60*7,500]"
1440,machine_138,2.9,5,85%,67%,1,98%,96%,740,49%,7,10,"[40*2,60*7,200]"
1440,machine_140,1.0,15,53%,37%,25,61%,53%,1200,17%,7,4,"[60*4]"
1440,machine_142,3.5,3,91%,70%,4,94%,92%,1020,29%,7,7,"[60*7]"
1440,machine_143,1.5,10,69%,51%,8,88%,87%,1040,28%,7,6,"[60*5,100]"
1440,machine_144,1.6,9,71%,52%,32,50%,49%,1220,15%,7,3,"[60*2,100]"
1440,machine_146,5.4,1,96%,86%,0,100%,96%,900,38%,7,8,"[60*6,80,100]"
1440,machine_147,3.2,6,83%,69%,3,96%,93%,760,47%,7,11,"[40,60*9,100]"
1440,machine_148,3.2,2,94%,65%,8,88%,82%,1000,31%,7,5,"[60*4,200]"
1440,machine_149,3.0,3,91%,67%,0,100%,100%,1040,28%,7,6,"[60*5,100]"
1440,machine_150,3.5,4,88%,71%,0,100%,98%,960,33%,7,7,"[40,60*4,100*2]"
1440,machine_151,1.0,13,59%,26%,0,100%,99%,690,52%,7,7,"[60*5,200,250]"
1440,machine_152,3.8,3,92%,74%,5,92%,84%,780,46%,7,7,"[60*4,100,120,200]"
1440,machine_153,1.0,14,55%,34%,6,90%,89%,1100,24%,7,5,"[60*4,100]"
1440,machine_154,1.1,12,62%,43%,31,52%,52%,1100,24%,7,5,"[60*4,100]"
1440,machine_156,2.9,2,95%,64%,7,90%,86%,1040,28%,7,6,"[60*4,80*2]"
1440,machine_157,1.0,15,54%,39%,8,88%,88%,1080,25%,6,6,"[40,60*4,80]"
1440,machine_158,2.6,6,81%,64%,15,77%,76%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_159,1.5,10,68%,51%,0,100%,97%,1060,26%,7,6,"[60*5,80]"
1440,machine_160,1.2,13,59%,44%,8,88%,86%,1160,19%,7,4,"[60*3,100]"
1440,machine_161,1.5,8,73%,43%,15,77%,75%,1040,28%,7,7,"[40,60*6]"
1440,machine_162,1.0,19,39%,26%,8,88%,87%,1040,28%,7,6,"[40,60*3,80,100]"
1440,machine_163,1.2,11,66%,48%,3,95%,93%,800,44%,6,10,"[40,60*7,80,100]"
1440,machine_165,2.4,5,86%,61%,0,100%,100%,900,38%,7,6,"[60*4,100,200]"
1440,machine_166,1.9,4,88%,52%,0,100%,100%,1080,25%,7,6,"[60*6]"
1440,machine_167,4.0,0,100%,76%,0,100%,100%,1020,29%,7,6,"[60*4,80,100]"
1440,machine_169,1.0,25,22%,14%,32,50%,48%,1260,13%,7,3,"[60*3]"
1440,machine_173,3.2,3,90%,69%,0,100%,99%,920,36%,7,6,"[60*4,80,200]"
1440,machine_174,1.5,10,69%,49%,0,100%,100%,1100,24%,7,5,"[60*4,100]"
1440,machine_176,1.0,15,53%,39%,9,87%,79%,900,38%,7,9,"[60*9]"
1440,machine_178,1.7,10,70%,52%,0,100%,100%,1040,28%,7,6,"[40,60*3,80,100]"
1440,machine_180,1.1,14,58%,35%,16,75%,75%,1200,17%,7,4,"[60*4]"
1440,machine_183,1.2,11,66%,45%,0,100%,97%,1160,19%,6,5,"[40,60*4]"
1440,machine_184,1.4,10,68%,51%,15,77%,77%,1080,25%,7,6,"[60*6]"
1440,machine_185,1.0,16,50%,37%,0,100%,99%,1140,21%,6,4,"[60*2,80,100]"
1440,machine_186,1.0,18,44%,32%,7,90%,85%,1160,19%,6,5,"[40,60*4]"
1440,machine_189,1.2,12,63%,47%,16,75%,74%,1160,19%,7,4,"[60*3,100]"
1440,machine_192,1.1,12,62%,40%,22,66%,66%,1060,26%,7,7,"[40*2,60*5]"
1440,machine_193,1.5,9,72%,53%,2,97%,94%,780,46%,7,10,"[40,60*7,100*2]"
1440,machine_196,1.0,28,13%,10%,32,50%,50%,1080,25%,7,3,"[60,100,200]"
1440,machine_197,1.0,17,48%,35%,0,100%,99%,980,32%,7,7,"[60*6,100]"
1440,machine_198,3.6,7,79%,73%,8,88%,82%,1020,29%,7,6,"[60*4,80,100]"
1440,machine_199,1.0,20,38%,28%,0,100%,99%,1040,28%,7,7,"[40,60*6]"
1440,machine_201,2.0,7,77%,54%,10,84%,84%,1080,25%,7,6,"[60*6]"
1440,machine_203,2.4,5,85%,61%,0,100%,96%,910,37%,7,7,"[40,60*4,100,150]"
1440,machine_204,4.1,0,99%,73%,0,100%,100%,1040,28%,7,7,"[40,60*6]"
1440,machine_207,1.0,14,56%,47%,15,77%,68%,900,38%,7,6,"[60*4,100,200]"
1440,machine_208,1.0,15,52%,31%,13,79%,77%,390,73%,7,7,"[60*4,80*2,650]"
1440,machine_212,1.8,8,75%,54%,2,97%,88%,1040,28%,7,6,"[60*5,100]"
1440,machine_214,1.0,19,40%,21%,8,88%,83%,1050,27%,7,5,"[60*4,150]"
1440,machine_216,1.0,20,37%,31%,16,75%,75%,1140,21%,7,5,"[40,60*3,80]"
1440,machine_217,1.1,9,72%,41%,6,91%,84%,1160,19%,7,4,"[60*3,100]"
1440,machine_218,1.0,18,44%,39%,8,88%,88%,1040,28%,7,7,"[40,60*6]"
1440,machine_219,1.6,7,77%,54%,0,100%,99%,940,35%,7,6,"[60*5,200]"
1440,machine_220,1.0,19,40%,23%,12,81%,74%,1020,29%,7,7,"[60*7]"
