aid,size,cpumax,cpumin,cpuavg,cpustdev,cpuxg,memmax,memmin,memavg,memstdev,memxg,disk,p
app_5236,1,0.538,0.5,0.5004,0.0038,0.0376,4.0284,2.9403,3.5002,0.2986,0.5282,60,0
app_5237,10,3.268,0.5,1.5135,0.7032,1.7545,5.5544,2.6791,4.0694,0.7656,1.485,60,0
app_5238,3,4,0.5,0.7744,0.7938,3.2256,5.6923,3.5572,4.946,0.38,0.7464,60,0
app_5239,3,1.155,0.5,0.6066,0.1917,0.5484,5.1091,1,3.7756,1.8161,1.3335,40,0
app_524,1,0.5,0.5,0.5,0,0,3.0766,1,2.8229,0.3418,0.2537,60,0
app_5240,5,2.276,0.5,0.5994,0.2115,1.6766,5.4429,4.6199,5.1712,0.1903,0.2718,60,0
app_5241,2,0.5,0.5,0.5,0,0,4.1352,3.3422,3.9927,0.2126,0.1424,60,0
app_5242,2,0.788,0.5,0.5029,0.0291,0.2851,5.1419,4.5886,4.7768,0.1242,0.3651,60,0
app_5243,1,0.5,0.5,0.5,0,0,1.3009,1.2432,1.2731,0.0266,0.0278,60,0
app_5244,18,0.5,0.5,0.5,0,0,5.9948,4.814,5.7594,0.2891,0.2354,60,0
app_5245,3,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5246,4,0.5,0.5,0.5,0,0,3.5233,2.247,3.016,0.4283,0.5074,60,0
app_5247,2,1.468,0.5,0.6049,0.1917,0.8631,6.4548,4.2407,5.3858,0.6766,1.069,60,0
app_5248,2,0.5,0.5,0.5,0,0,2.1169,1.6849,1.9183,0.1132,0.1986,60,0
app_5249,2,1.161,1.037,1.0784,0.025,0.0826,2.9766,2.5438,2.8579,0.1223,0.1186,60,0
app_525,1,1.406,1.036,1.1748,0.1317,0.2312,2.9635,2.5777,2.8459,0.1089,0.1176,60,0
app_5250,2,1.44,0.5,0.5562,0.181,0.8838,4.5433,2.8113,3.9245,0.4673,0.6188,60,0
app_5251,11,4,0.5,2.1782,1.406,1.8218,5.481,5.2712,5.398,0.0423,0.0831,60,0
app_5252,2,2.252,0.5,0.5179,0.177,1.7341,7.6084,3.4783,6.6851,1.0372,0.9234,60,0
app_5253,9,1.207,0.5,0.5156,0.0933,0.6914,5.6688,4.7328,5.2268,0.1694,0.4421,60,0
app_5254,1,8,8,8,0,0,8,8,8,0,0,60,0
app_5255,3,1.241,0.5,0.5181,0.108,0.7229,5.2307,3.3965,4.7967,0.3118,0.434,500,0
app_5256,18,3.031,0.5,1.1901,0.6553,1.8409,6.79,1,5.8565,0.9784,0.9334,60,0
app_5257,2,0.5,0.5,0.5,0,0,3.7032,2.99,3.4922,0.1296,0.2109,60,0
app_5258,2,0.5,0.5,0.5,0,0,4.6592,3.9422,4.3846,0.1894,0.2746,60,0
app_5259,2,4,4,4,0,0,8,8,8,0,0,60,0
app_526,3,0.5,0.5,0.5,0,0,3.5419,1,1.7829,1.1069,1.759,60,0
app_5260,5,2.286,0.5,0.7424,0.3742,1.5436,5.4346,3.558,4.2342,0.3504,1.2004,60,0
app_5261,6,2.377,0.5,0.6746,0.2709,1.7024,5.3277,3.2829,4.9911,0.2895,0.3366,60,0
app_5262,8,0.5,0.5,0.5,0,0,3.1583,1.8645,2.7558,0.2667,0.4025,60,0
app_5263,2,0.5,0.5,0.5,0,0,4.2455,1,2.909,1.1977,1.3365,60,0
app_5264,145,7.248,0.747,2.0676,1.3763,5.1804,9.3122,8.1561,9.0236,0.2992,0.2886,60,0
app_5265,2,0.763,0.5,0.5027,0.0266,0.2603,3.3274,2.8858,3.0943,0.0755,0.2331,60,0
app_5266,3,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5267,14,2.477,1.305,1.5997,0.2162,0.8773,7.4409,6.3367,6.9901,0.3019,0.4508,60,0
app_5268,1,4,0.5,3.0802,1.4386,0.9198,5.1601,1,3.2382,1.6026,1.9219,60,0
app_5269,4,0.658,0.5,0.5016,0.016,0.1564,1,1,1,0,0,60,0
app_527,2,1.279,0.5,0.609,0.2106,0.67,6.3027,4.9349,5.7631,0.4468,0.5396,60,0
app_5270,1,1.357,0.5,1.0793,0.09,0.2777,5.0007,3.9,4.9416,0.1523,0.0591,60,0
app_5271,21,0.635,0.5,0.5014,0.0136,0.1336,4.2068,3.0979,3.9309,0.2891,0.276,60,0
app_5272,3,0.5,0.5,0.5,0,0,5.6579,2.7694,4.8278,0.691,0.83,100,0
app_5273,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5274,1,0.5,0.5,0.5,0,0,1.1898,1,1.0186,0.04,0.1712,60,0
app_5275,16,3.931,0.5,0.9765,1.0431,2.9545,7.5519,1,6.6075,0.7491,0.9444,60,0
app_5276,3,0.5,0.5,0.5,0,0,4.3696,3.3188,3.7692,0.2314,0.6004,300,0
app_5277,3,1.364,0.5,1.0063,0.237,0.3577,4.8184,2.8748,4.3818,0.6222,0.4366,60,0
app_5278,2,0.5,0.5,0.5,0,0,4.0923,1,3.6503,0.3409,0.4421,60,0
app_5279,1,0.5,0.5,0.5,0,0,1.1852,1,1.1098,0.0462,0.0753,60,0
app_528,2,0.5,0.5,0.5,0,0,3.7216,2.3952,2.856,0.3106,0.8656,60,0
app_5280,1,0.618,0.5,0.5017,0.013,0.1163,4.2078,4.1495,4.1646,0.0096,0.0432,60,0
app_5281,1,4,4,4,0,0,8,8,8,0,0,60,0
app_5282,1,0.5,0.5,0.5,0,0,1.7642,1.2435,1.5686,0.157,0.1956,60,0
app_5283,21,1.146,0.5,0.5147,0.0787,0.6313,6.3024,4.591,5.7549,0.5359,0.5475,60,0
app_5284,7,2.215,0.5,1.2167,0.4849,0.9983,5.817,5.2867,5.5005,0.1377,0.3165,60,0
app_5285,2,0.5,0.5,0.5,0,0,2.6433,2.4187,2.5916,0.0649,0.0516,60,0
app_5286,2,0.5,0.5,0.5,0,0,1.3583,1.2925,1.3275,0.0155,0.0308,200,0
app_5287,1,0.5,0.5,0.5,0,0,3.0441,2.554,2.8518,0.1199,0.1923,60,0
app_5288,6,0.5,0.5,0.5,0,0,4.9903,3.5296,4.7472,0.2619,0.2431,60,0
app_5289,6,0.584,0.5,0.502,0.0118,0.082,6.2064,3.7277,5.9963,0.5128,0.2101,60,0
app_529,2,0.5,0.5,0.5,0,0,2.8924,1.7099,2.2366,0.3601,0.6558,60,0
app_5290,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5291,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5292,2,0.5,0.5,0.5,0,0,4.8778,2.7454,4.65,0.4685,0.2277,60,0
app_5293,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5294,2,0.5,0.5,0.5,0,0,5.544,3.3769,4.6492,0.403,0.8948,60,0
app_5295,20,1.689,0.5,0.7785,0.2528,0.9105,5.6008,5.0147,5.3788,0.1221,0.2221,60,0
app_5296,3,0.994,0.5,0.5081,0.0547,0.4859,5.9082,3.8262,4.9174,0.3979,0.9908,60,0
app_5297,2,0.569,0.5,0.5125,0.0197,0.0565,1.4452,1,1.2171,0.1533,0.2281,60,0
app_5298,2,1.546,0.5,0.6686,0.309,0.8774,6.3275,1,5.4771,0.8977,0.8504,60,0
app_5299,6,0.5,0.5,0.5,0,0,4.813,3.4085,4.4113,0.2948,0.4017,100,0
app_53,6,0.564,0.5,0.5012,0.0085,0.0628,3.8368,2.5126,3.0674,0.3084,0.7693,60,0
app_530,1,0.5,0.5,0.5,0,0,4.1602,3.9962,4.1206,0.0364,0.0396,60,0
app_5300,1,0.5,0.5,0.5,0,0,2.8169,2.3413,2.6988,0.1402,0.118,60,0
app_5301,1,0.5,0.5,0.5,0,0,4.7126,4.6357,4.6812,0.0221,0.0314,60,0
app_5302,1,0.5,0.5,0.5,0,0,2.9786,2.388,2.7453,0.2125,0.2333,60,0
app_5303,1,0.5,0.5,0.5,0,0,5.7274,4.1122,5.6044,0.2701,0.123,60,0
app_5304,1,4,4,4,0,0,8,8,8,0,0,60,0
app_5305,3,0.923,0.5,0.5096,0.0538,0.4134,4.4059,1,3.8578,0.376,0.5481,60,0
app_5306,5,0.5,0.5,0.5,0,0,4.042,3.562,3.8601,0.1146,0.1819,60,0
app_5307,4,0.5,0.5,0.5,0,0,4.0858,2.4397,3.5222,0.3938,0.5635,60,0
app_5308,1,1.467,0.5,0.7771,0.3767,0.6899,5.3235,2.8709,4.7777,0.5346,0.5459,60,0
app_5309,4,0.5,0.5,0.5,0,0,4.759,4.3189,4.5654,0.1346,0.1936,60,0
app_531,2,0.5,0.5,0.5,0,0,2.7034,2.504,2.6249,0.0469,0.0784,60,0
app_5310,2,0.5,0.5,0.5,0,0,4.9813,3.5237,4.5755,0.4386,0.4059,60,0
app_5311,2,2.917,0.5,0.8256,0.6208,2.0914,3.2905,1,1.5241,0.6188,1.7664,60,0
app_5312,2,4,4,4,0,0,8,8,8,0,0,60,0
app_5313,9,0.559,0.5,0.5006,0.006,0.0584,4.8517,3.395,4.4916,0.4031,0.3601,60,0
app_5314,2,0.5,0.5,0.5,0,0,14.8881,14.7617,14.81,0.0285,0.0781,600,0
app_5315,2,0.529,0.5,0.5008,0.0044,0.0282,2.2828,1.4933,1.9178,0.1397,0.365,60,0
app_5316,1,0.5,0.5,0.5,0,0,3.7061,2.472,3.2174,0.3432,0.4886,60,0
app_5317,3,0.5,0.5,0.5,0,0,1.6904,1,1.014,0.0977,0.6764,60,0
app_5318,25,1.28,0.5,0.5695,0.1806,0.7105,7.2099,6.5809,6.9123,0.1604,0.2976,60,0
app_5319,1,4,4,4,0,0,8,8,8,0,0,60,0
app_532,1,0.588,0.5,0.5012,0.0092,0.0868,2.9896,1.4003,2.737,0.2453,0.2526,60,0
app_5320,1,0.5,0.5,0.5,0,0,3.0706,2.3987,2.7118,0.1577,0.3588,60,0
app_5321,1,0.5,0.5,0.5,0,0,1.4655,1.4035,1.413,0.0112,0.0524,60,0
app_5322,12,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5323,2,0.5,0.5,0.5,0,0,2.9507,2.5986,2.8238,0.087,0.1269,60,0
app_5324,1,4,4,4,0,0,8,8,8,0,0,60,0
app_5325,1,0.5,0.5,0.5,0,0,3.1398,2.4819,2.8087,0.1944,0.3311,60,0
app_5326,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5327,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5328,1,0.5,0.5,0.5,0,0,3.4526,3.0468,3.3047,0.1117,0.1479,60,0
app_5329,2,0.5,0.5,0.5,0,0,2.7356,2.2186,2.5894,0.113,0.1462,60,0
app_533,15,0.9,0.5,0.5071,0.0475,0.3929,5.2687,1,3.691,1.9734,1.5777,60,0
app_5330,2,0.5,0.5,0.5,0,0,5.1062,1,4.6813,0.6531,0.4249,60,0
app_5331,2,0.5,0.5,0.5,0,0,4.8869,4.3274,4.7011,0.135,0.1858,60,0
app_5332,1,0.5,0.5,0.5,0,0,3.0935,2.593,2.7976,0.15,0.2959,60,0
app_5333,2,0.5,0.5,0.5,0,0,3.2588,2.84,3.1301,0.0992,0.1287,60,0
app_5334,1,0.5,0.5,0.5,0,0,3.5482,3.1874,3.3858,0.1012,0.1624,60,0
app_5335,2,6.883,0.5,0.9229,1.5074,5.9601,14.6468,8.7137,13.3677,1.2677,1.2791,200,0
app_5336,19,1.386,0.5,0.5249,0.1148,0.8611,4.91,4.3479,4.7845,0.1081,0.1255,60,0
app_5337,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5338,16,3.666,0.5,1.7822,0.6693,1.8838,7.5885,1,6.4855,0.8645,1.103,60,0
app_5339,2,0.5,0.5,0.5,0,0,3.7066,2.865,3.3616,0.2004,0.345,60,0
app_534,2,0.5,0.5,0.5,0,0,2.9522,2.526,2.8094,0.0989,0.1427,60,0
app_5340,6,1.331,0.5,0.5111,0.0853,0.8199,5.0717,4.0679,4.7952,0.2049,0.2765,60,0
app_5341,4,1.076,0.5,0.5137,0.0704,0.5623,4.1217,3.2666,3.8709,0.1908,0.2508,60,0
app_5342,2,1.363,0.5,0.6641,0.208,0.6989,5.4439,4.7147,5.2387,0.1567,0.2052,60,0
app_5343,1,4,4,4,0,0,8,8,8,0,0,60,0
app_5344,4,1.471,0.5,0.5487,0.1485,0.9223,5.9213,3.9776,5.357,0.3518,0.5643,60,0
app_5345,1,0.5,0.5,0.5,0,0,3.5018,2.6661,2.9565,0.1516,0.5453,60,0
app_5346,9,1.127,0.5,0.5177,0.0926,0.6093,6.6563,1,6.1317,1.2033,0.5246,60,0
app_5347,3,1.421,0.5,0.8688,0.2847,0.5522,11.4043,5.0061,7.5634,1.5656,3.8409,60,0
app_5348,2,1.959,0.5,0.7989,0.4017,1.1601,5.0893,4.8362,4.9493,0.0585,0.14,60,0
app_5349,3,0.764,0.5,0.5283,0.0649,0.2357,5.1902,1,3.0641,1.8989,2.1261,60,0
app_535,4,1.112,0.5,0.6058,0.1883,0.5062,4.7928,3.1721,4.4757,0.4201,0.317,60,0
app_5350,2,0.5,0.5,0.5,0,0,2.9167,2.5819,2.7693,0.1039,0.1473,60,0
app_5351,5,3.181,0.5,0.5497,0.3299,2.6313,5.6669,4.0632,5.1174,0.222,0.5495,60,0
app_5352,1,0.5,0.5,0.5,0,0,3.2364,1.9414,2.1804,0.1666,1.056,60,0
app_5353,2,0.5,0.5,0.5,0,0,3.8079,1,2.5764,0.8639,1.2315,60,0
app_5354,1,0.5,0.5,0.5,0,0,4.5921,3.0553,3.6286,0.5545,0.9636,60,0
app_5355,1,0.5,0.5,0.5,0,0,2.6917,1,2.1756,0.597,0.5161,60,0
app_5356,1,16,16,16,0,0,32,32,32,0,0,80,0
app_5357,1,0.5,0.5,0.5,0,0,2.303,2.2081,2.2622,0.0344,0.0408,60,0
app_5358,2,0.5,0.5,0.5,0,0,3.3503,2.4771,2.9339,0.2734,0.4164,60,0
app_5359,1,0.5,0.5,0.5,0,0,2.8523,2.7309,2.7835,0.0323,0.0688,60,0
app_536,51,1.339,0.533,0.7081,0.1058,0.6309,5.3702,4.9485,5.1667,0.1152,0.2034,167,0
app_5360,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5361,1,4,4,4,0,0,8,8,8,0,0,60,0
app_5362,55,1.695,0.5,0.7416,0.3363,0.9534,7.8059,7.2343,7.6026,0.1415,0.2033,60,0
app_5363,3,2.461,0.5,0.8185,0.2612,1.6425,14.9522,1,13.1372,3.7093,1.815,60,0
app_5364,4,0.5,0.5,0.5,0,0,4.268,1,2.5742,1.498,1.6938,60,0
app_5365,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5366,142,6.778,2.074,3.3814,0.8709,3.3966,12.0144,7.5753,9.5839,1.3917,2.4305,60,0
app_5367,14,1.583,0.5,0.5834,0.2041,0.9996,9.3127,7.4889,8.7321,0.3423,0.5807,60,0
app_5368,4,0.5,0.5,0.5,0,0,7.6364,1,7.0274,0.7572,0.609,60,0
app_5369,2,0.942,0.5,0.7261,0.1501,0.2159,5.3826,4.8909,5.2232,0.1526,0.1594,200,0
app_537,2,2.392,0.5,0.5984,0.3238,1.7936,5.221,3.3446,4.9344,0.2957,0.2866,60,0
app_5370,3,0.5,0.5,0.5,0,0,4.9683,4.6836,4.8999,0.1032,0.0685,100,0
app_5371,1,0.5,0.5,0.5,0,0,3.4469,1.2431,3.3917,0.22,0.0551,60,0
app_5372,1,0.5,0.5,0.5,0,0,4.1773,3.9237,4.0989,0.0496,0.0784,60,0
app_5373,1,0.5,0.5,0.5,0,0,2.9549,2.5835,2.7942,0.1229,0.1607,60,0
app_5374,5,3.925,0.5,1.6465,1.162,2.2785,6.6836,2.8221,6.2368,0.4036,0.4469,60,0
app_5375,85,4,1.311,2.5778,0.6165,1.4222,7.0904,5.6452,6.2161,0.3752,0.8742,60,0
app_5376,1,0.5,0.5,0.5,0,0,2.8152,2.1799,2.4927,0.1855,0.3225,60,0
app_5377,2,4,4,4,0,0,8,8,8,0,0,60,0
app_5378,7,1.081,0.5,0.5111,0.0777,0.5699,5.0006,4.6137,4.8824,0.0596,0.1182,80,0
app_5379,14,1.049,0.5,0.5094,0.0669,0.5396,5.7803,1,4.5196,1.9617,1.2607,60,0
app_538,2,0.5,0.5,0.5,0,0,4.0024,1,2.9902,0.7931,1.0122,60,0
app_5380,1,4,4,4,0,0,8,8,8,0,0,60,0
app_5381,2,0.5,0.5,0.5,0,0,3.1026,2.451,2.8611,0.1622,0.2415,60,0
app_5382,3,0.5,0.5,0.5,0,0,3.6006,2.8327,3.4257,0.1177,0.1749,60,0
app_5383,2,0.536,0.5,0.5004,0.0036,0.0356,4.8488,2.9399,4.3428,0.3989,0.506,60,0
app_5384,4,0.666,0.5,0.5037,0.0216,0.1623,5.6026,3.9559,5.2456,0.3405,0.357,60,0
app_5385,5,1.875,0.5,0.6476,0.288,1.2274,4.9014,4.8493,4.8851,0.009,0.0162,60,0
app_5386,7,0.5,0.5,0.5,0,0,3.5642,3.0757,3.3503,0.0739,0.2139,60,0
app_5387,3,0.5,0.5,0.5,0,0,3.7437,3.4058,3.6092,0.0834,0.1346,60,0
app_5388,16,0.738,0.5,0.5246,0.0464,0.2134,5.1001,1,4.4086,0.9361,0.6914,60,0
app_5389,2,0.621,0.5,0.5012,0.0122,0.1198,6.6315,1,4.5751,1.6769,2.0564,60,0
app_539,2,0.5,0.5,0.5,0,0,4.7857,3.1768,4.075,0.375,0.7107,60,0
app_5390,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5391,2,0.5,0.5,0.5,0,0,5.2615,3.592,4.8367,0.3527,0.4248,60,0
app_5392,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5393,1,1.062,0.5,0.5057,0.0568,0.5563,3.12,2.6429,2.9752,0.1038,0.1448,60,0
app_5394,19,0.544,0.5,0.5004,0.0044,0.0436,5.0077,4.6445,4.8389,0.069,0.1689,60,0
app_5395,2,0.5,0.5,0.5,0,0,1.08,1,1.0016,0.0114,0.0784,60,0
app_5396,1,0.5,0.5,0.5,0,0,5.3683,3.7384,5.0937,0.2987,0.2747,60,0
app_5397,6,0.945,0.5,0.5091,0.0526,0.4359,4.5369,1,2.0257,1.5209,2.5111,60,0
app_5398,7,1.677,0.5,0.5741,0.2343,1.1029,5.5361,4.8458,5.2918,0.1679,0.2443,60,0
app_5399,2,4,4,4,0,0,8,8,8,0,0,60,0
app_54,3,0.865,0.5,0.5037,0.0369,0.3613,4.7704,3.7896,4.6273,0.1467,0.1432,60,0
app_540,3,0.5,0.5,0.5,0,0,3.18,2.6352,3.0754,0.0761,0.1046,60,0
app_5400,2,1.647,0.5,0.5117,0.1159,1.1353,5.2716,4.9962,5.1622,0.0708,0.1095,60,0
app_5401,5,0.97,0.5,0.5267,0.0947,0.4433,4.0724,3.0132,3.291,0.2979,0.7814,60,0
app_5402,1,0.5,0.5,0.5,0,0,4.3565,2.7713,3.342,0.359,1.0145,60,0
app_5403,1,4,4,4,0,0,8,8,8,0,0,60,0
app_5404,2,4,4,4,0,0,8,8,8,0,0,60,0
app_5405,1,4,4,4,0,0,8,8,8,0,0,60,0
app_5406,13,4,4,4,0,0,8,8,8,0,0,80,0
app_5407,1,0.5,0.5,0.5,0,0,3.1423,2.7237,3,0.112,0.1423,60,0
app_5408,2,0.744,0.5,0.5197,0.0458,0.2243,5.1975,3.8218,4.5247,0.5958,0.6728,60,0
app_5409,1,0.542,0.5,0.5008,0.0055,0.0412,3.8063,3.1839,3.5519,0.1697,0.2543,60,0
app_541,35,1.537,0.5,0.9248,0.284,0.6122,5.2272,4.8427,5.0176,0.0904,0.2095,40,0
app_5410,1,0.5,0.5,0.5,0,0,3.1016,2.6586,2.9324,0.144,0.1692,60,0
app_5411,34,2.95,0.5,0.6181,0.3289,2.3319,4.9882,4.5621,4.8555,0.0969,0.1327,60,0
app_5412,2,0.55,0.5,0.5007,0.0052,0.0493,3.7092,2.9205,3.4466,0.1957,0.2626,60,0
app_5413,3,1.139,0.5,0.5416,0.1283,0.5974,7.9388,1,6.6307,1.1823,1.3082,100,0
app_5414,1,0.5,0.5,0.5,0,0,5.1768,1,3.1029,2.0299,2.0738,60,0
app_5415,2,0.5,0.5,0.5,0,0,3.2708,2.6373,3.113,0.1034,0.1578,40,0
app_5416,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5417,2,1.623,0.5,0.5854,0.1773,1.0376,6.9687,6.201,6.4986,0.1263,0.4701,60,0
app_5418,233,4,2.89,3.3282,0.2257,0.6718,7.7973,6.8413,7.3784,0.221,0.4189,60,0
app_5419,1,4,4,4,0,0,8,8,8,0,0,60,0
app_542,1,0.5,0.5,0.5,0,0,5.4803,4.101,4.8736,0.5387,0.6067,60,0
app_5420,1,0.716,0.5,0.5301,0.073,0.1859,11.667,9.6706,11.0697,0.4546,0.5973,60,0
app_5421,4,1.131,0.5,0.5091,0.0664,0.6219,5.4159,3.4739,4.9673,0.2442,0.4487,60,0
app_5422,1,0.5,0.5,0.5,0,0,1.2266,1,1.0456,0.0702,0.181,60,0
app_5423,12,1.199,0.5,0.5867,0.1195,0.6123,5.8518,4.4089,5.7181,0.1958,0.1338,60,0
app_5424,2,0.5,0.5,0.5,0,0,5.6308,3.3022,5.0552,0.738,0.5756,60,0
app_5425,1,0.5,0.5,0.5,0,0,5.0583,3.7887,4.5322,0.4758,0.5262,60,0
app_5426,5,0.5,0.5,0.5,0,0,5.5457,3.9452,4.9426,0.4391,0.6032,60,0
app_5427,15,1.73,0.5,0.5434,0.1889,1.1866,6.6387,4.8573,5.7177,0.5202,0.9209,40,0
app_5428,1,0.5,0.5,0.5,0,0,4.1876,2.5502,3.6567,0.4718,0.5309,60,0
app_5429,7,0.5,0.5,0.5,0,0,4.9246,1,4.1883,1.0425,0.7363,80,0
app_543,1,0.5,0.5,0.5,0,0,3.0508,2.5677,2.871,0.1454,0.1797,60,0
app_5430,2,0.5,0.5,0.5,0,0,3.0847,2.7902,2.9191,0.0807,0.1656,60,0
app_5431,1,0.5,0.5,0.5,0,0,4.891,2.8359,4.5071,0.5081,0.3838,60,0
app_5432,1,0.5,0.5,0.5,0,0,2.6987,1,1.4842,0.6734,1.2145,60,0
app_5433,1,0.5,0.5,0.5,0,0,3.2431,2.4494,2.9042,0.1697,0.3389,60,0
app_5434,3,0.5,0.5,0.5,0,0,4.1723,2.9823,3.7114,0.238,0.4609,60,0
app_5435,5,0.896,0.5,0.5091,0.0563,0.3869,5.7672,4.8979,5.2274,0.2714,0.5398,60,0
app_5436,40,3.45,0.5,1.6765,0.7773,1.7735,7.3487,5.3311,6.2136,0.711,1.1351,60,0
app_5437,3,3.26,0.5,0.563,0.2951,2.697,7.6103,1,5.9941,2.3965,1.6162,60,0
app_5438,104,2.137,0.5,0.7126,0.2413,1.4244,5.473,1,5.0997,0.4606,0.3734,60,0
app_5439,4,0.5,0.5,0.5,0,0,3.2225,2.695,3.0837,0.0961,0.1387,60,0
app_544,22,4,0.5,0.8777,0.8971,3.1223,6.3372,4.5817,5.1374,0.5021,1.1999,60,0
app_5440,2,0.5,0.5,0.5,0,0,1.3673,1,1.0089,0.0517,0.3584,60,0
app_5441,24,2.567,0.5,0.5265,0.2113,2.0405,5.579,1,4.8405,0.5373,0.7385,40,0
app_5442,2,0.5,0.5,0.5,0,0,4.4395,2.8543,3.5632,0.619,0.8762,60,0
app_5443,4,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5444,1,0.5,0.5,0.5,0,0,3.2335,2.7197,3.0933,0.153,0.1402,60,0
app_5445,1,0.572,0.5,0.5051,0.014,0.0669,3.0798,1,1.5703,0.8899,1.5095,60,0
app_5446,5,0.769,0.5,0.5069,0.0332,0.2621,5.589,4.821,5.2528,0.1511,0.3362,60,0
app_5447,2,4,4,4,0,0,8,8,8,0,0,60,0
app_5448,1,0.703,0.5,0.5031,0.023,0.1999,8.6497,7.0042,8.1933,0.475,0.4565,100,0
app_5449,35,3.236,0.867,1.6073,0.5145,1.6287,6.0995,1,5.7464,0.8569,0.3531,60,0
app_545,3,0.644,0.5,0.5054,0.024,0.1386,1.8071,1,1.3094,0.2744,0.4978,60,0
app_5450,1,0.5,0.5,0.5,0,0,2.436,2.1466,2.2951,0.0613,0.1409,60,0
app_5451,2,1.596,0.5,0.7033,0.2323,0.8927,5.1652,3.3841,4.7169,0.5052,0.4483,60,0
app_5452,5,0.516,0.5,0.5002,0.0017,0.0158,5.1928,3.8324,4.8364,0.1528,0.3564,60,0
app_5453,6,0.63,0.5,0.5093,0.0247,0.1207,5.2672,3.8033,4.8787,0.2942,0.3884,60,0
app_5454,1,1.598,0.5,0.6608,0.2187,0.9372,5.5939,4.6516,5.168,0.3038,0.4259,60,0
app_5455,1,0.5,0.5,0.5,0,0,2.3552,2.2775,2.3301,0.0208,0.0251,60,0
app_5456,1,0.5,0.5,0.5,0,0,2.9821,2.534,2.6733,0.1422,0.3087,60,0
app_5457,3,3.557,0.5,1.1713,0.5758,2.3857,5.464,4.8882,5.201,0.2265,0.2631,80,0
app_5458,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5459,2,0.5,0.5,0.5,0,0,2.9632,2.5207,2.842,0.1546,0.1211,60,0
app_546,2,0.5,0.5,0.5,0,0,5.8134,2.9394,4.8874,0.4602,0.9261,60,0
app_5460,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5461,1,0.5,0.5,0.5,0,0,3.7802,3.4255,3.5524,0.1129,0.2279,60,0
app_5462,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_5463,6,0.823,0.5,0.5041,0.0335,0.3189,5.2759,3.2108,4.57,0.4128,0.7059,60,0
app_5464,2,2.651,0.5,0.6102,0.3055,2.0408,5.3562,4.4394,4.9738,0.2554,0.3825,60,0
app_5465,1,0.5,0.5,0.5,0,0,4.3097,3.0681,3.7919,0.3997,0.5178,60,0
app_5466,3,0.5,0.5,0.5,0,0,3.4062,2.3643,3.189,0.1717,0.2172,60,0
app_5467,5,0.958,0.5,0.5074,0.0531,0.4506,5.1092,3.7508,4.9082,0.1864,0.201,60,0
app_5468,6,2.876,0.5,1.7431,0.7115,1.1329,1.2802,1,1.0041,0.0288,0.2761,60,0
app_5469,9,2.731,0.5,0.9017,0.3735,1.8293,5.5974,4.8737,5.2388,0.0961,0.3585,60,0
app_547,2,0.5,0.5,0.5,0,0,4.2992,1,1.1669,0.7236,3.1323,60,0
app_5470,11,0.842,0.5,0.5054,0.0392,0.3366,3.3065,2.9518,3.2067,0.059,0.0998,60,0
app_5471,2,0.5,0.5,0.5,0,0,3.351,2.7121,3.1501,0.1458,0.2009,60,0
app_5472,7,2.22,0.5,1.0024,0.4963,1.2176,6.3328,4.658,5.6176,0.3723,0.7151,60,0
app_5473,2,0.5,0.5,0.5,0,0,3.4272,2.8966,3.2769,0.1092,0.1503,60,0
app_5474,2,0.5,0.5,0.5,0,0,2.6824,2.2712,2.5168,0.0938,0.1656,60,0
app_5475,4,1.542,0.5,0.5114,0.1053,1.0306,4.6962,3.2043,4.1869,0.4425,0.5093,60,0
app_5476,20,3.246,0.5,1.1952,0.6335,2.0508,6.6954,1,6.1642,1.2169,0.5312,60,0
app_5477,17,0.5,0.5,0.5,0,0,5.3787,1,3.3177,2.1049,2.061,60,0
app_5478,2,0.5,0.5,0.5,0,0,2.9993,1,2.6545,0.4076,0.3448,60,0
app_5479,6,0.91,0.5,0.5042,0.0414,0.4058,5.2843,4.5439,5.1099,0.1717,0.1744,60,0
app_548,2,1.375,0.5,0.5179,0.1244,0.8571,5.8971,1,5.1665,0.8998,0.7306,60,0
app_5480,14,5.394,0.5,0.8766,1.0809,4.5174,1,1,1,0,0,100,0
